city,tier,label,sublabel,distance,agoda_url,bookingcom_url,tripcom_url,booking_url,base_sar_per_night,jan_sar,feb_sar,mar_sar,apr_sar,may_sar,jun_sar,jul_sar,aug_sar,sep_sar,oct_sar,nov_sar,dec_sar,ref_current_sar,ref_source,ref_url,akurasi
MADINAH,STANDARD,Ajyal al Madina,OTA recommended - 2027 updated - standard Madinah,600m jalan kaki,https://www.agoda.com/en-gb/ajyal-al-madina-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/fndq-jyl-lmdyn-3.html,,,130,215,340,310,175,260,130,135,145,150,170,190,235,130,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g298551-d27147909-Reviews-Ajyal_Al_Madinah_Hotel-Medina.html,estimasi-musiman
MADINAH,PELATARAN,Bosphorus,OTA recommended - 2027 updated - closer Madinah option,300m jalan kaki,https://www.agoda.com/bosphorus-waqf-al-safi-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/bosphorus-waqf-al-safi.html,,,379,625,985,910,510,760,380,400,415,435,495,550,680,379,OTA re-riset low-season (validated),https://www.momondo.com/hotels/medina/Le-Bosphorus-Hotel---Waqf-Safi.mhd4916490.ksp,estimasi-musiman
MADINAH,PREMIUM,Dallah Taiba,OTA recommended - 2027 updated - premium Madinah 4 star near Nabawi,200m jalan kaki,,https://www.booking.com/hotel/sa/dallah-taibah.html,,,600,990,1560,1440,810,1200,600,630,660,690,780,870,1080,600,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Dallah-Taibah-Hotel.669821.ksp,estimasi-musiman
MADINAH,PELATARAN,Golden Tulip,OTA recommended - 2027 updated - upper midscale Madinah,400m jalan kaki,https://www.agoda.com/al-shakreen-golden-tulip/hotel/medina-sa.html,https://www.booking.com/hotel/sa/golden-tulip-al-shakreen.html,,,320,530,830,770,430,640,320,335,350,370,415,465,575,320,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Golden-Tulip-Al-Shakreen.2163197.ksp,estimasi-musiman
MADINAH,PELATARAN,Tulip in Daar,OTA recommended - 2027 updated - upper midscale Madinah,400m jalan kaki,,,,,375,620,975,900,505,750,375,395,415,430,490,545,675,375,OTA re-riset low-season (validated),https://www.hotelscombined.com/Hotel/Tulip_Inn_Al_Dar_Madinah.htm,estimasi-musiman
MADINAH,PREMIUM,Maden Taiba,OTA recommended - 2027 updated - premium near Nabawi,100m jalan kaki,https://www.agoda.com/maden-taiba-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/maden-taibah-mdn-tyb.html,,,550,910,1430,1320,740,1100,550,580,605,630,715,800,990,550,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Maden-Taiba-Hotel.1072227571.ksp,estimasi-musiman
MADINAH,ECONOMY,Diyar AlSaliheen,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,https://www.agoda.com/diyar-alsaliheen/hotel/sidi-hamzah-sa.html,https://www.booking.com/hotel/sa/diyar-alsaliheen-dyr-lslhyn.html,,,379,625,985,910,510,760,380,400,415,435,495,550,680,379,OTA re-riset low-season (validated),https://www.makemytrip.global/hotels-international/en-us/saudi_arabia/medina-hotels/diyaar_al_saleheen-details.html,estimasi-musiman
MADINAH,STANDARD,Elaf Group,OTA recommended - 2027 updated - standard Madinah group,500m jalan kaki,,,,,530,875,1380,1270,715,1060,530,555,585,610,690,770,955,530,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g298551-d598586-Reviews-Elaf_Al_Huda_Hotel-Medina.html,estimasi-musiman
MADINAH,PREMIUM,Elaf Al Taqwa,OTA researched - 2027 added - Elaf premium Madinah,steps from Nabawi courtyard/ring 1,https://www.agoda.com/elaf-al-taqwa-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/elaf-al-taqwa.html,,,390,645,1015,935,525,780,390,410,430,450,505,565,700,390,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Elaf-Al-Taqwa-Hotel.5400921.ksp,estimasi-musiman
MADINAH,PREMIUM,Elaf Taiba,OTA researched - 2027 added - Elaf premium Madinah,directly opposite Nabawi/ring 1,https://www.agoda.com/elaf-taiba-hotel_2/hotel/medina-sa.html,https://www.booking.com/hotel/sa/elaf-taiba.html,,,473,780,1230,1135,640,945,475,495,520,545,615,685,850,473,OTA re-riset low-season (validated),https://www.momondo.com/hotels/medina/Elaf-Taiba-Hotel.mhd190676.ksp,estimasi-musiman
MADINAH,PREMIUM,Taiba Front,OTA recommended - 2027 updated - premium near Nabawi,1-5 min walk/ring 1,https://www.agoda.com/al-majeedi-arac-suites_5/hotel/medina-sa.html,https://www.booking.com/hotel/sa/al-majeedi-arac-suites.html,,,460,760,1195,1105,620,920,460,485,505,530,600,665,830,460,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Taiba-Front-Hotel.3806860.ksp,estimasi-musiman
MADINAH,PREMIUM,Al Ritz Al Madinah,OTA recommended - 2027 updated - premium near Nabawi,100m jalan kaki,https://www.agoda.com/al-ritz-al-madinah/hotel/medina-sa.html,https://www.booking.com/hotel/sa/sofaraa-al-huda.html,,,319,525,830,765,430,640,320,335,350,365,415,465,575,319,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Al-Ritz-Al-Madinah.6287684.ksp,estimasi-musiman
MADINAH,PREMIUM,Millennium al Aqeeq,OTA recommended - 2027 updated - premium near Nabawi,400m jalan kaki,https://www.agoda.com/millennium-al-aqeeq-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/millennium-al-aqeeq-madinah-hotel.ar.html,,,500,825,1300,1200,675,1000,500,525,550,575,650,725,900,500,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Al-Aqeeq-Madinah-Hotel.742748.ksp,estimasi-musiman
MADINAH,PREMIUM,Movenpick,OTA recommended - 2027 updated - premium near Nabawi,300m jalan kaki,https://www.agoda.com/anwar-al-madinah-movenpick-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/anwar-al-madinah-movenpick.html,,,566,935,1470,1360,765,1130,565,595,625,650,735,820,1020,566,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Anwar-Al-Madinah-Moevenpick-Hotel.104463.ksp,estimasi-musiman
MADINAH,STANDARD,Zaha Taiba,OTA researched - 2027 added - standard Madinah comparable,1.3 km shuttle,https://www.agoda.com/zaha-taiba-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/zaha-taiba-medina2.html,,,150,250,390,360,200,300,150,160,165,170,195,220,270,150,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Zaha-Taiba-Hotel.9313067.ksp,estimasi-musiman
MADINAH,STANDARD,Sidra Alia,OTA researched - 2027 added - standard Madinah comparable,900m jalan kaki,https://www.agoda.com/en-in/sidra-alia-al-dahabi-hotel-h78572717/hotel/medina-sa.html,,,,113,185,295,270,155,225,115,120,125,130,145,165,205,113,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Al-Sidarh-Al-Alyiah-Families-Only.4288746.ksp,estimasi-musiman
MADINAH,ECONOMY,Abraj al Marzam,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,,,,,161,265,420,385,215,320,160,170,175,185,210,235,290,161,OTA re-riset low-season (validated),https://www.lodging-world.com/sa/hotels/abraj-almarzam-hotel-in-al-madinah-911462917,estimasi-musiman
MADINAH,ECONOMY,Marjan Rose,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,https://www.agoda.com/en-in/hotel-al-marjan-rose/hotel/medina-sa.html,https://www.booking.com/hotel/sa/al-marjan-rose-fndq-lmrjn-rwz.html,,,146,240,380,350,195,290,145,155,160,170,190,210,265,146,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g298551-d33372426-Reviews-Marjan_Rose_Hotel-Medina.html,estimasi-musiman
MADINAH,ECONOMY,Nusk al Hijrah,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,https://www.agoda.com/nusk-al-hijrah/hotel/medina-sa.html,https://www.booking.com/hotel/sa/nsk-lhjr.html,,,350,580,910,840,475,700,350,370,385,400,455,510,630,350,OTA re-riset low-season (validated),https://www.priceline.com/hotel-deals/en-us/P5000467198/H210944504/nusk-al-hijrah.ssp,estimasi-musiman
MADINAH,STANDARD,Nusk al Madinah,OTA recommended - 2027 updated - standard Madinah,800m jalan kaki,https://www.agoda.com/nusk-al-madinah_2/hotel/medina-sa.html,https://www.booking.com/hotel/sa/el-madinah-el-mnowra-kingdom-of-saudia-arbia.html,,,270,445,700,650,365,540,270,285,295,310,350,390,485,270,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Nusk-Al-Madinah-Hotel.3499423.ksp,estimasi-musiman
MADINAH,ECONOMY,Gacine Hotel,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,,,,,210,345,545,505,285,420,210,220,230,240,275,305,380,210,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g298551-d21363484-Reviews-Gacine_Hotel-Medina.html,estimasi-musiman
MADINAH,PELATARAN,Nozol Royal Inn,OTA researched - 2027 added - close Madinah OTA/public snippet,200m jalan kaki,https://www.agoda.com/royal-inn-nozol-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/royal-inn.html,,,505,835,1315,1210,680,1010,505,530,555,580,655,730,910,505,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Nozol-Royal-Inn-Hotel.768529.ksp,estimasi-musiman
MADINAH,PELATARAN,Grand Plaza Badr al maqom,OTA researched - 2027 added - close Madinah 3 star,600m jalan kaki,,https://www.booking.com/hotel/sa/bahaa-al-dain.html,,,334,550,870,800,450,670,335,350,365,385,435,485,600,334,OTA re-riset low-season (validated),https://www.kayak.com/Medina-Hotels-Grand-Plaza-Badr-Al-Maqam.8797718.ksp,estimasi-musiman
MADINAH,STANDARD,Grand Plaza Al Madina,OTA researched - 2027 added - standard Madinah 3 star,700m jalan kaki,https://www.agoda.com/grand-plaza-al-madina-ex-al-salhiya-tibah/hotel/medina-sa.html,https://www.booking.com/hotel/sa/al-salihiya-taibah.html,,,360,595,935,865,485,720,360,380,395,415,470,520,650,360,OTA re-riset low-season (validated),https://www.momondo.com/hotels/medina/Grand-Plaza-Al-Madina.mhd1070728760.ksp,estimasi-musiman
MADINAH,STANDARD,Maysan Altaqwa,OTA researched - 2027 added - standard Madinah walking distance,0.6 mi / within 15 min walk,https://www.agoda.com/maysan-al-taqwa/hotel/medina-sa.html,https://www.booking.com/hotel/sa/maysan-al-taqwa.html,,,491,810,1275,1180,665,980,490,515,540,565,640,710,885,491,OTA re-riset low-season (validated),https://www.medina-hotels-sa.com/en/property/maysan-al-taqwa.html,estimasi-musiman
MADINAH,PREMIUM,Sanabel,OTA researched - 2027 added - premium ring 1 Madinah,30-150m ring 1,,,,,420,695,1090,1010,565,840,420,440,460,485,545,610,755,420,OTA re-riset low-season (validated),https://www.medinahotels.co/medina/sanabel-al-madinah-hotel.html,estimasi-musiman
MAKKAH,PELATARAN,Elaf Group,OTA recommended - 2027 updated - closer Makkah group,400m jalan kaki,,,,,130,215,340,310,175,260,130,135,145,150,170,190,235,130,proxy/estimasi grup (re-riset),,estimasi-kasar
MAKKAH,PREMIUM,Elaf Kinda,OTA researched - 2027 added - Elaf premium Makkah,<100m next to Clock Tower,https://www.agoda.com/elaf-kinda-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/ilaf-kinda.html,,,420,695,1090,1010,565,840,420,440,460,485,545,610,755,420,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Elaf-Kinda-Hotel.mhd59986.ksp,estimasi-musiman
MAKKAH,PELATARAN,Elaf Al Mashaer,OTA researched - 2027 added - Elaf close Makkah,400m jalan kaki,,,,,400,660,1040,960,540,800,400,420,440,460,520,580,720,400,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Elaf-Al-Mashaer-Hotel.396783.ksp,estimasi-musiman
MAKKAH,PELATARAN,Elaf Ajyad,OTA researched - 2027 added - Elaf close Ajyad,350m jalan kaki + shuttle,https://www.agoda.com/elaf-ajyad-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/elaf-ajyad-makkah.html,,,195,320,505,470,265,390,195,205,215,225,255,285,350,195,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Elaf-Ajyad-Hotel.154766.ksp,estimasi-musiman
MAKKAH,STANDARD,Elaf Bakkah,OTA researched - 2027 added - Elaf Mahbas Al Jin shuttle,2.4 km shuttle,https://www.agoda.com/elaf-bakkah-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/elaf-bakkah.html,,,135,225,350,325,180,270,135,140,150,155,175,195,245,135,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Elaf-Bakkah-Hotel.mhd2042493.ksp,estimasi-musiman
MAKKAH,STANDARD,Elaf Qinwan,OTA researched - 2027 added - Elaf Makkah needs distance confirmation,close proximity needs confirmation,,https://www.booking.com/hotel/sa/fndq-qnwn-qinwan.html,,,130,215,340,310,175,260,130,135,145,150,170,190,235,130,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Elaf-Qinwan.1071804749.ksp,estimasi-musiman
MAKKAH,STANDARD,Snood Ajyad,OTA researched - 2027 added - standard Ajyad,700m jalan kaki,,,,,150,250,390,360,200,300,150,160,165,170,195,220,270,150,OTA re-riset low-season (validated),https://www.hotelscombined.com/Hotel/Snood_Ajyad_Hotel.htm,estimasi-musiman
MAKKAH,PELATARAN,Grand Al Massa,OTA researched - 2027 added - 4 star Ajyad near Haram,400-850m jalan kaki,,,,,206,340,535,495,280,410,205,215,225,235,270,300,370,206,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Al-Massa-Hotel-Makkah.mhd361765.ksp,estimasi-musiman
MAKKAH,STANDARD,Maysan Al Maqam,OTA researched - 2027 added - 3 star Ajyad,550-900m jalan kaki,,,,,341,565,885,820,460,680,340,360,375,390,445,495,615,341,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g293993-d33927303-Reviews-Maysan_Al_Maqam_Hotel-Mecca.html,estimasi-musiman
MAKKAH,PELATARAN,Mira Ajyad,OTA researched - 2027 added - close Ajyad 3 star,250-400m jalan kaki,https://www.agoda.com/mira-ajyad-hotel-h67111658/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-myr-jyd.html,,,371,610,965,890,500,740,370,390,410,425,480,540,670,371,OTA re-riset low-season (validated),https://www.skyscanner.com/hotels/saudi-arabia/mecca-hotels/mira-ajyad-hotel/ht-147401424,estimasi-musiman
MAKKAH,STANDARD,Al Olayan Ajyad,OTA researched - 2027 added - standard Ajyad near Haram,Ajyad near Haram,https://www.agoda.com/olayan-ajyad/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-l-lyn-jrnd-alolayan-grand.html,,,240,395,625,575,325,480,240,250,265,275,310,350,430,240,OTA re-riset low-season (validated),https://www.zenhotels.com/hotel/en-us/saudi_arabia/mecca/mid13289196/al_olayan_ajyad_hotel/,estimasi-musiman
MAKKAH,STANDARD,Jawad al taj,OTA researched - 2027 added - standard Ajyad close Haram,400-700m jalan kaki,,,,,263,435,685,630,355,525,265,275,290,300,340,380,475,263,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g293993-d21505569-Reviews-Jawad_Al_Taj_Hotel-Mecca.html,estimasi-musiman
MAKKAH,STANDARD,Royal Majestic,OTA researched - 2027 added - standard Ajyad,800m jalan kaki,https://www.agoda.com/royal-majestic-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-rwyl-mjystk.html,,,416,685,1080,1000,560,830,415,435,460,480,540,605,750,416,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g293993-d13219900-Reviews-Royal_Majestic_Hotel-Mecca.html,estimasi-musiman
MAKKAH,STANDARD,Maysan Al Mashaer,OTA researched - 2027 added - 3 star Ajyad walking distance,6-8 min walk,https://www.agoda.com/rayanat-ajyad-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/rayanat-ajyad-makkah.en-gb.html,,,370,610,960,890,500,740,370,390,405,425,480,535,665,370,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g2628879-d34022833-Reviews-Maysan_Al_Mashaer_Hotel-Makkah.html,estimasi-musiman
MAKKAH,STANDARD,Prestige Ajyad,OTA researched - 2027 added - standard Ajyad needs distance confirmation,>1 km shuttle / Ajyad needs confirmation,https://www.agoda.com/prestige/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-brstyj-jyd-mk.html,,,540,890,1405,1295,730,1080,540,565,595,620,700,785,970,540,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Prestige-Ajyad.ksp,estimasi-musiman
MAKKAH,STANDARD,Manazel Ajyad,OTA recommended - 2027 updated - standard Makkah Ajyad,700m jalan kaki,https://www.agoda.com/elaf-ajyad-hotel-makkah_3/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/elaf-ajyad-makkah.html,,,250,410,650,600,340,500,250,260,275,290,325,360,450,250,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Elaf-Ajyad-Hotel.154766.ksp,estimasi-musiman
MAKKAH,PELATARAN,Makarem Ajyad,OTA recommended - 2027 updated - upper Makkah Ajyad,400m jalan kaki,,https://www.booking.com/hotel/sa/ajyad-makkah-makarim.html,,,400,660,1040,960,540,800,400,420,440,460,520,580,720,400,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Makarem-Ajyad-Makkah-Hotel.360080.ksp,estimasi-musiman
MAKKAH,STANDARD,Al Ebaa,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,https://www.agoda.com/al-ebaa-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/al-ebaa.html,,,260,430,675,625,350,520,260,275,285,300,340,375,470,260,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Al-Ebaa-Hotel.1070731480.ksp,estimasi-musiman
MAKKAH,STANDARD,Emaar Group,OTA recommended - 2027 updated - standard Makkah group,700m jalan kaki,,,,,420,695,1090,1010,565,840,420,440,460,485,545,610,755,420,proxy/estimasi grup (re-riset),,estimasi-kasar
MAKKAH,STANDARD,Emaar Grand Hotel,OTA researched - 2027 added - Emaar 4 star Masfelah,750m jalan kaki,https://www.agoda.com/emaar-grand-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/dar-al-eiman-grand.html,,,240,395,625,575,325,480,240,250,265,275,310,350,430,240,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Emaar-Grand-Hotel.631527.ksp,estimasi-musiman
MAKKAH,STANDARD,Emaar Al Manar Hotel,OTA researched - 2027 added - Emaar 4 star Ajyad,700m jalan kaki,https://www.agoda.com/emaar-al-manar/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-al-manar.html,,,220,365,570,530,295,440,220,230,240,255,285,320,395,220,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Emaar-Al-Manar.8997156.ksp,estimasi-musiman
