city,tier,label,sublabel,distance,agoda_url,bookingcom_url,tripcom_url,booking_url,base_sar_per_night,jan_sar,feb_sar,mar_sar,apr_sar,may_sar,jun_sar,jul_sar,aug_sar,sep_sar,oct_sar,nov_sar,dec_sar
MADINAH,PELATARAN,SAJA,OTA recommended - 2027 updated - closer Madinah option,300m jalan kaki,https://www.agoda.com/saja-al-madinah_2/hotel/medina-sa.html,https://www.booking.com/hotel/sa/saja-al-madinah.html,,,450,540,900,990,580,800,450,500,500,450,450,450,540
MADINAH,STANDARD,Al Mokhtara al Gharbi,OTA recommended - 2027 updated - standard Madinah,500m jalan kaki,,,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,STANDARD,Diyafa al Mukhtara,OTA recommended - 2027 updated - standard Madinah,600m jalan kaki,https://www.agoda.com/dyafat-al-mokhtara/hotel/medina-sa.html,https://www.booking.com/hotel/sa/dyafat-al-mokhtara.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,STANDARD,Madinah Deluxe Aram,OTA recommended - 2027 updated - standard Madinah,700m jalan kaki,,,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,STANDARD,Artal Taiba,OTA recommended - 2027 updated - standard Madinah,600m jalan kaki,https://www.agoda.com/h33383119/hotel/medina-sa.html,https://www.booking.com/hotel/sa/fndq-rtl-lmdynh.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,PREMIUM,Madinah Hilton,OTA recommended - 2027 updated - premium near Nabawi,100m jalan kaki,https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,https://www.booking.com/hotel/sa/madinah-hilton.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,STANDARD,Astoneast Taiba,OTA recommended - 2027 updated - standard Madinah,600m jalan kaki,https://www.agoda.com/en-in/artal-al-alami-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/artal-international.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,PELATARAN,Saja al Madinah,OTA recommended - 2027 updated - closer Madinah option,300m jalan kaki,https://www.agoda.com/saja-al-madinah_2/hotel/medina-sa.html,https://www.booking.com/hotel/sa/saja-al-madinah.html,,,450,540,900,990,580,800,450,500,500,450,450,450,540
MADINAH,ECONOMY,ODEST,OTA recommended - 2027 updated - economy Madinah,200m jalan kaki,https://www.agoda.com/odst-al-madinah/hotel/medina-sa.html,https://www.booking.com/hotel/sa/odst-al-madinah.html,,,150,160,240,270,170,250,150,160,160,150,150,150,160
MADINAH,STANDARD,Ajyal al Madina,OTA recommended - 2027 updated - standard Madinah,600m jalan kaki,https://www.agoda.com/en-gb/ajyal-al-madina-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/fndq-jyl-lmdyn-3.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,PELATARAN,Bosphorus,OTA recommended - 2027 updated - closer Madinah option,300m jalan kaki,https://www.agoda.com/bosphorus-waqf-al-safi-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/bosphorus-waqf-al-safi.html,,,450,540,900,990,580,800,450,500,500,450,450,450,540
MADINAH,PREMIUM,Dallah Taiba,OTA recommended - 2027 updated - premium Madinah 4 star near Nabawi,200m jalan kaki,,https://www.booking.com/hotel/sa/dallah-taibah.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,PELATARAN,Golden Tulip,OTA recommended - 2027 updated - upper midscale Madinah,400m jalan kaki,https://www.agoda.com/al-shakreen-golden-tulip/hotel/medina-sa.html,https://www.booking.com/hotel/sa/golden-tulip-al-shakreen.html,,,450,540,900,990,580,800,450,500,500,450,450,450,540
MADINAH,PELATARAN,Tulip in Daar,OTA recommended - 2027 updated - upper midscale Madinah,400m jalan kaki,,,,,450,540,900,990,580,800,450,500,500,450,450,450,540
MADINAH,PREMIUM,Maden Taiba,OTA recommended - 2027 updated - premium near Nabawi,100m jalan kaki,https://www.agoda.com/maden-taiba-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/maden-taibah-mdn-tyb.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,ECONOMY,Diyar AlSaliheen,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,https://www.agoda.com/diyar-alsaliheen/hotel/sidi-hamzah-sa.html,https://www.booking.com/hotel/sa/diyar-alsaliheen-dyr-lslhyn.html,,,150,160,240,270,170,250,150,160,160,150,150,150,160
MADINAH,STANDARD,Elaf Group,OTA recommended - 2027 updated - standard Madinah group,500m jalan kaki,,,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,PREMIUM,Elaf Al Taqwa,OTA researched - 2027 added - Elaf premium Madinah,steps from Nabawi courtyard/ring 1,https://www.agoda.com/elaf-al-taqwa-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/elaf-al-taqwa.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,PREMIUM,Elaf Taiba,OTA researched - 2027 added - Elaf premium Madinah,directly opposite Nabawi/ring 1,https://www.agoda.com/elaf-taiba-hotel_2/hotel/medina-sa.html,https://www.booking.com/hotel/sa/elaf-taiba.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,PREMIUM,Taiba Front,OTA recommended - 2027 updated - premium near Nabawi,1-5 min walk/ring 1,https://www.agoda.com/al-majeedi-arac-suites_5/hotel/medina-sa.html,https://www.booking.com/hotel/sa/al-majeedi-arac-suites.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,PREMIUM,Al Ritz Al Madinah,OTA recommended - 2027 updated - premium near Nabawi,100m jalan kaki,https://www.agoda.com/al-ritz-al-madinah/hotel/medina-sa.html,https://www.booking.com/hotel/sa/sofaraa-al-huda.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,PREMIUM,Millennium al Aqeeq,OTA recommended - 2027 updated - premium near Nabawi,400m jalan kaki,https://www.agoda.com/millennium-al-aqeeq-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/millennium-al-aqeeq-madinah-hotel.ar.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,PREMIUM,Movenpick,OTA recommended - 2027 updated - premium near Nabawi,300m jalan kaki,https://www.agoda.com/anwar-al-madinah-movenpick-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/anwar-al-madinah-movenpick.html,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MADINAH,STANDARD,Zaha Taiba,OTA researched - 2027 added - standard Madinah comparable,1.3 km shuttle,https://www.agoda.com/zaha-taiba-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/zaha-taiba-medina2.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,STANDARD,Sidra Alia,OTA researched - 2027 added - standard Madinah comparable,900m jalan kaki,https://www.agoda.com/en-in/sidra-alia-al-dahabi-hotel-h78572717/hotel/medina-sa.html,,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,ECONOMY,Abraj al Marzam,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,,,,,150,160,240,270,170,250,150,160,160,150,150,150,160
MADINAH,ECONOMY,Marjan Rose,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,https://www.agoda.com/en-in/hotel-al-marjan-rose/hotel/medina-sa.html,https://www.booking.com/hotel/sa/al-marjan-rose-fndq-lmrjn-rwz.html,,,150,160,240,270,170,250,150,160,160,150,150,150,160
MADINAH,ECONOMY,Nusk al Hijrah,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,https://www.agoda.com/nusk-al-hijrah/hotel/medina-sa.html,https://www.booking.com/hotel/sa/nsk-lhjr.html,,,150,160,240,270,170,250,150,160,160,150,150,150,160
MADINAH,STANDARD,Nusk al Madinah,OTA recommended - 2027 updated - standard Madinah,800m jalan kaki,https://www.agoda.com/nusk-al-madinah_2/hotel/medina-sa.html,https://www.booking.com/hotel/sa/el-madinah-el-mnowra-kingdom-of-saudia-arbia.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,ECONOMY,Gacine Hotel,OTA recommended - 2027 updated - economy Madinah,1 km shuttle,,,,,150,160,240,270,170,250,150,160,160,150,150,150,160
MADINAH,PELATARAN,Nozol Royal Inn,OTA researched - 2027 added - close Madinah OTA/public snippet,200m jalan kaki,https://www.agoda.com/royal-inn-nozol-hotel/hotel/medina-sa.html,https://www.booking.com/hotel/sa/royal-inn.html,,,500,620,980,1100,650,850,500,560,560,500,500,500,620
MADINAH,PELATARAN,Grand Plaza Badr al maqom,OTA researched - 2027 added - close Madinah 3 star,600m jalan kaki,,https://www.booking.com/hotel/sa/bahaa-al-dain.html,,,450,540,900,990,580,800,450,500,500,450,450,450,540
MADINAH,STANDARD,Grand Plaza Al Madina,OTA researched - 2027 added - standard Madinah 3 star,700m jalan kaki,https://www.agoda.com/grand-plaza-al-madina-ex-al-salhiya-tibah/hotel/medina-sa.html,https://www.booking.com/hotel/sa/al-salihiya-taibah.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,STANDARD,Maysan Altaqwa,OTA researched - 2027 added - standard Madinah walking distance,0.6 mi / within 15 min walk,https://www.agoda.com/maysan-al-taqwa/hotel/medina-sa.html,https://www.booking.com/hotel/sa/maysan-al-taqwa.html,,,250,290,450,500,300,450,250,260,260,250,250,250,290
MADINAH,PREMIUM,Sanabel,OTA researched - 2027 added - premium ring 1 Madinah,30-150m ring 1,,,,,650,810,1430,1620,910,1200,650,720,720,650,650,650,810
MAKKAH,PELATARAN,Elaf Group,OTA recommended - 2027 updated - closer Makkah group,400m jalan kaki,,,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,PREMIUM,Elaf Kinda,OTA researched - 2027 added - Elaf premium Makkah,<100m next to Clock Tower,https://www.agoda.com/elaf-kinda-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/ilaf-kinda.html,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,PELATARAN,Elaf Al Mashaer,OTA researched - 2027 added - Elaf close Makkah,400m jalan kaki,,,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,PELATARAN,Elaf Ajyad,OTA researched - 2027 added - Elaf close Ajyad,350m jalan kaki + shuttle,https://www.agoda.com/elaf-ajyad-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/elaf-ajyad-makkah.html,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,STANDARD,Elaf Bakkah,OTA researched - 2027 added - Elaf Mahbas Al Jin shuttle,2.4 km shuttle,https://www.agoda.com/elaf-bakkah-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/elaf-bakkah.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Elaf Qinwan,OTA researched - 2027 added - Elaf Makkah needs distance confirmation,close proximity needs confirmation,,https://www.booking.com/hotel/sa/fndq-qnwn-qinwan.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Snood Ajyad,OTA researched - 2027 added - standard Ajyad,700m jalan kaki,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,PELATARAN,Grand Al Massa,OTA researched - 2027 added - 4 star Ajyad near Haram,400-850m jalan kaki,,,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,STANDARD,Maysan Al Maqam,OTA researched - 2027 added - 3 star Ajyad,550-900m jalan kaki,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,PELATARAN,Mira Ajyad,OTA researched - 2027 added - close Ajyad 3 star,250-400m jalan kaki,https://www.agoda.com/mira-ajyad-hotel-h67111658/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-myr-jyd.html,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,STANDARD,Al Olayan Ajyad,OTA researched - 2027 added - standard Ajyad near Haram,Ajyad near Haram,https://www.agoda.com/olayan-ajyad/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-l-lyn-jrnd-alolayan-grand.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Jawad al taj,OTA researched - 2027 added - standard Ajyad close Haram,400-700m jalan kaki,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Royal Majestic,OTA researched - 2027 added - standard Ajyad,800m jalan kaki,https://www.agoda.com/royal-majestic-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-rwyl-mjystk.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Maysan Al Mashaer,OTA researched - 2027 added - 3 star Ajyad walking distance,6-8 min walk,https://www.agoda.com/rayanat-ajyad-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/rayanat-ajyad-makkah.en-gb.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Prestige Ajyad,OTA researched - 2027 added - standard Ajyad needs distance confirmation,>1 km shuttle / Ajyad needs confirmation,https://www.agoda.com/prestige/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/fndq-brstyj-jyd-mk.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Manazel Ajyad,OTA recommended - 2027 updated - standard Makkah Ajyad,700m jalan kaki,https://www.agoda.com/elaf-ajyad-hotel-makkah_3/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/elaf-ajyad-makkah.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,PELATARAN,Makarem Ajyad,OTA recommended - 2027 updated - upper Makkah Ajyad,400m jalan kaki,,https://www.booking.com/hotel/sa/ajyad-makkah-makarim.html,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,STANDARD,Al Ebaa,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,https://www.agoda.com/al-ebaa-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/al-ebaa.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Group,OTA recommended - 2027 updated - standard Makkah group,700m jalan kaki,,,,,300,620,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Grand Hotel,OTA researched - 2027 added - Emaar 4 star Masfelah,750m jalan kaki,https://www.agoda.com/emaar-grand-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/dar-al-eiman-grand.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Al Manar Hotel,OTA researched - 2027 added - Emaar 4 star Ajyad,700m jalan kaki,https://www.agoda.com/emaar-al-manar/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-al-manar.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,PELATARAN,Emaar Al Sultan Hotel,OTA researched - 2027 added - Emaar Jabal Omar close Haram,3-4 min walk behind Hilton,,,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,STANDARD,Emaar Al Khalil,OTA researched - 2027 added - Emaar 3 star Ajyad,650-800m jalan kaki,https://www.agoda.com/emaar-al-khlil/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-al-khlil.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Elite Makkah Hotel,OTA researched - 2027 added - Emaar 3 star Ajyad/Aziziya,2.0-2.13 km / 15 min walk,https://www.agoda.com/emaar-elite-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-elite-makkah.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Al Jawharat Hotel,OTA researched - 2027 added - Emaar Ajyad Al Sud,Ajyad Al Sud needs confirmation,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Al Areej Hotel,OTA researched - 2027 added - Emaar near Haram,600m jalan kaki,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Andalusiah,OTA researched - 2027 added - Emaar Shubaikah,Shubaikah needs confirmation,https://www.agoda.com/emaar-andalusia/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-andalusia.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Mothmerah Al Sud,OTA researched - 2027 added - Emaar Ajyad Al Masafi,Ajyad Al Masafi needs confirmation,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,PELATARAN,Emaar Beer Ballilah,OTA researched - 2027 added - Emaar 4 star Ajyad,700m jalan kaki,,,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,STANDARD,Emaar Austorah,OTA researched - 2027 added - Emaar Mahbas Al Jin,2 km shuttle/walk,https://www.agoda.com/masaat-al-aseel-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/uosso3ossoa-ossuossouuu.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Forum,OTA researched - 2027 added - Emaar 4 star far Makkah,8 km shuttle,https://www.agoda.com/emaar-forum/hotel/mecca-sa.html,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Emaar Al Taqwa,OTA researched - 2027 added - Emaar 4 star far Makkah,3.5 km shuttle,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,ECONOMY,Emaar International,OTA researched - 2027 added - Emaar budget/far Makkah,6.9 km shuttle,https://www.agoda.com/emaar-international/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-international-mecca.html,,,150,170,270,300,180,250,150,160,160,150,150,150,170
MAKKAH,ECONOMY,Emaar Al Dhahabi,OTA researched - 2027 added - Emaar budget/far Makkah,2.4 mi / shuttle,,,,,150,170,270,300,180,250,150,160,160,150,150,150,170
MAKKAH,STANDARD,Al Shahba,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Mahd ar Resala,OTA recommended - 2027 updated - standard Makkah,1 km shuttle,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,ECONOMY,Afraa Hotel,OTA recommended - 2027 updated - economy Makkah,>1 km shuttle,,,,,150,170,270,300,180,250,150,160,160,150,150,150,170
MAKKAH,PREMIUM,Pullman Zam-Zam,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/zamzam-pullman-makkah-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/zamzam-grand-suites-managed-by-pullman.html,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,ECONOMY,Maysal al Talaqo,OTA recommended - 2027 updated - economy Makkah,>1 km shuttle,,,,,150,170,270,300,180,250,150,160,160,150,150,150,170
MAKKAH,PREMIUM,Movenpick,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/movenpick-hotel-residence-hajar-tower-makkah/hotel/mecca-sa.html,,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,PREMIUM,Makkah Tower,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,,https://www.booking.com/hotel/sa/makkah-towers.html,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,PREMIUM,Safwa Tower 1,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/al-safwah-hotel-tower-1/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/al-safwah.html,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,PREMIUM,Safwa Orchid,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/al-safwah-royale-orchid-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/al-jewar-royal-orchid.html,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,PREMIUM,Makkah Hotel Tower,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/makkah-hotel_2/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/makkah-hotel.html,https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,PELATARAN,Violet,OTA recommended - 2027 updated - upper midscale Makkah,900m jalan kaki,,,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,PREMIUM,Anjum,OTA recommended - 2027 updated - premium Makkah 5 star,100m jalan kaki,https://www.agoda.com/anjum-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/anjum-makkah.html,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,PREMIUM,Millennium,OTA recommended - 2027 updated - premium Makkah,400m jalan kaki,,,,,850,1100,2380,2720,1280,2100,850,980,980,850,850,850,1100
MAKKAH,STANDARD,Ibis,OTA recommended - 2027 updated - standard Makkah branded,3 km shuttle,https://www.agoda.com/ibis-styles-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/ibis-styles-makkah.html,https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Mercure,OTA recommended - 2027 updated - standard Makkah branded,3 km shuttle,,https://www.booking.com/hotel/sa/mercure-makkah-aziziah.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Al fouad Tower,OTA recommended - 2027 updated - standard Makkah tower,900m jalan kaki,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,PELATARAN,Voco,OTA recommended - 2027 updated - upper Makkah 4 star shuttle,1.5 km shuttle,,https://www.booking.com/hotel/sa/voco-makkah.ar.html,,,600,750,1500,1680,840,1500,600,660,660,600,600,600,750
MAKKAH,STANDARD,Novotel Thakher,OTA recommended - 2027 updated - standard Makkah 4 star shuttle,3 km shuttle,,https://www.booking.com/hotel/sa/novotel-makkah-thaker-city.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Miaad al Majd,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,https://www.agoda.com/miaad-al-majd-hotel-h87133195/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/mead-al-majd.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Alayam Elite,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,,,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,SAJA,OTA recommended - 2027 updated - standard Makkah,1.2 km shuttle,https://www.agoda.com/saja-hotel-makkah/hotel/al-masfalah-sa.html,https://www.booking.com/hotel/sa/saja-makkah.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,STANDARD,Al Hidayah Tower,OTA recommended - 2027 updated - standard Makkah tower,1.3 km shuttle,,https://www.booking.com/hotel/sa/al-hidayah-towers-hotel.html,,,300,360,660,750,390,600,300,330,330,300,300,300,360
MAKKAH,ECONOMY,Al Kiswah Tower,OTA recommended - 2027 updated - economy Makkah tower,1.5 km shuttle,,,,,150,170,270,300,180,250,150,160,160,150,150,150,170
MAKKAH,ECONOMY,Saif al Majid,OTA recommended - 2027 updated - economy Makkah,>1 km shuttle,,,,,150,170,270,300,180,250,150,160,160,150,150,150,170
MAKKAH,ECONOMY,Palestine Hotel,OTA recommended - 2027 updated - economy Makkah,900m jalan kaki,,,,,150,170,270,300,180,250,150,160,160,150,150,150,170
MAKKAH,STANDARD,Le Meridien Towers,OTA researched - 2027 added - branded Makkah shuttle hotel,3 km shuttle,,https://www.booking.com/hotel/sa/le-meridien-towers-makkah.html,https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,,350,420,760,860,450,700,350,380,380,350,350,350,420
