city,tier,hotel_name,hotel_listing_slug,offer_label,room_type,rate_label,period_start,period_end,period_label,room_basis,currency,price_amount,max_adults,max_guests,min_nights,inclusions,cancellation_policy,sort_order,verified_at,status,notes,terms
MADINAH,PELATARAN,Emaar Elite Al Madina Hotel,,OTA manual dummy Sep 2026,Standard Room,Manual availability check,2026-09-01,2026-09-30,Sep 2026,per kamar per malam,SAR,450,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,102,2026-07-04,INACTIVE,OTA researched - 2027 added - Emaar close Madinah | Distance: 3 min walk | Source: Agoda https://www.agoda.com/emaar-elite-hotel-al-madinah/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PELATARAN,Emaar Elite Al Madina Hotel,,OTA manual dummy Oct 2026,Standard Room,Manual availability check,2026-10-01,2026-10-31,Oct 2026,per kamar per malam,SAR,450,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,103,2026-07-04,INACTIVE,OTA researched - 2027 added - Emaar close Madinah | Distance: 3 min walk | Source: Agoda https://www.agoda.com/emaar-elite-hotel-al-madinah/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PELATARAN,Emaar Elite Al Madina Hotel,,OTA manual dummy Nov 2026,Standard Room,Manual availability check,2026-11-01,2026-11-30,Nov 2026,per kamar per malam,SAR,450,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,104,2026-07-04,INACTIVE,OTA researched - 2027 added - Emaar close Madinah | Distance: 3 min walk | Source: Agoda https://www.agoda.com/emaar-elite-hotel-al-madinah/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PELATARAN,Emaar Elite Al Madina Hotel,,OTA manual dummy Dec 2026,Standard Room,Manual availability check,2026-12-01,2026-12-31,Dec 2026,per kamar per malam,SAR,540,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,105,2026-07-04,INACTIVE,OTA researched - 2027 added - Emaar close Madinah | Distance: 3 min walk | Source: Agoda https://www.agoda.com/emaar-elite-hotel-al-madinah/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PELATARAN,Emaar Elite Al Madina Hotel,,OTA manual dummy Jan 2027,Standard Room,Manual availability check,2027-01-01,2027-01-31,Jan 2027,per kamar per malam,SAR,540,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,106,2026-07-04,INACTIVE,OTA researched - 2027 added - Emaar close Madinah | Distance: 3 min walk | Source: Agoda https://www.agoda.com/emaar-elite-hotel-al-madinah/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PELATARAN,Emaar Elite Al Madina Hotel,,OTA manual dummy Feb 2027,Standard Room,Manual availability check,2027-02-01,2027-02-28,Feb 2027,per kamar per malam,SAR,900,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,107,2026-07-04,INACTIVE,OTA researched - 2027 added - Emaar close Madinah | Distance: 3 min walk | Source: Agoda https://www.agoda.com/emaar-elite-hotel-al-madinah/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Jul 2026,Standard Room,Manual availability check,2026-07-01,2026-07-31,Jul 2026,per kamar per malam,SAR,720,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,200,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Aug 2026,Standard Room,Manual availability check,2026-08-01,2026-08-31,Aug 2026,per kamar per malam,SAR,720,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,201,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Sep 2026,Standard Room,Manual availability check,2026-09-01,2026-09-30,Sep 2026,per kamar per malam,SAR,650,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,202,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Oct 2026,Standard Room,Manual availability check,2026-10-01,2026-10-31,Oct 2026,per kamar per malam,SAR,650,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,203,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Nov 2026,Standard Room,Manual availability check,2026-11-01,2026-11-30,Nov 2026,per kamar per malam,SAR,650,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,204,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Dec 2026,Standard Room,Manual availability check,2026-12-01,2026-12-31,Dec 2026,per kamar per malam,SAR,810,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,205,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Jan 2027,Standard Room,Manual availability check,2027-01-01,2027-01-31,Jan 2027,per kamar per malam,SAR,810,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,206,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Pullman Zam Zam,,OTA manual dummy Feb 2027,Standard Room,Manual availability check,2027-02-01,2027-02-28,Feb 2027,per kamar per malam,SAR,1430,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,207,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 900m jalan kaki | Source: Agoda https://www.agoda.com/pullman-zamzam-madina/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Jul 2026,Standard Room,Manual availability check,2026-07-01,2026-07-31,Jul 2026,per kamar per malam,SAR,720,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,300,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Aug 2026,Standard Room,Manual availability check,2026-08-01,2026-08-31,Aug 2026,per kamar per malam,SAR,720,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,301,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Sep 2026,Standard Room,Manual availability check,2026-09-01,2026-09-30,Sep 2026,per kamar per malam,SAR,650,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,302,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Oct 2026,Standard Room,Manual availability check,2026-10-01,2026-10-31,Oct 2026,per kamar per malam,SAR,650,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,303,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Nov 2026,Standard Room,Manual availability check,2026-11-01,2026-11-30,Nov 2026,per kamar per malam,SAR,650,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,304,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Dec 2026,Standard Room,Manual availability check,2026-12-01,2026-12-31,Dec 2026,per kamar per malam,SAR,810,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,305,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Jan 2027,Standard Room,Manual availability check,2027-01-01,2027-01-31,Jan 2027,per kamar per malam,SAR,810,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,306,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,PREMIUM,Madinah Hilton,,OTA manual dummy Feb 2027,Standard Room,Manual availability check,2027-02-01,2027-02-28,Feb 2027,per kamar per malam,SAR,1430,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,307,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium near Nabawi | Distance: 100m jalan kaki | Source: Agoda https://www.agoda.com/madinah-hilton/hotel/medina-sa.html,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Jul 2026,Standard Room,Manual availability check,2026-07-01,2026-07-31,Jul 2026,per kamar per malam,SAR,980,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,400,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Aug 2026,Standard Room,Manual availability check,2026-08-01,2026-08-31,Aug 2026,per kamar per malam,SAR,980,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,401,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Sep 2026,Standard Room,Manual availability check,2026-09-01,2026-09-30,Sep 2026,per kamar per malam,SAR,850,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,402,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Oct 2026,Standard Room,Manual availability check,2026-10-01,2026-10-31,Oct 2026,per kamar per malam,SAR,850,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,403,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Nov 2026,Standard Room,Manual availability check,2026-11-01,2026-11-30,Nov 2026,per kamar per malam,SAR,850,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,404,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Dec 2026,Standard Room,Manual availability check,2026-12-01,2026-12-31,Dec 2026,per kamar per malam,SAR,1100,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,405,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Jan 2027,Standard Room,Manual availability check,2027-01-01,2027-01-31,Jan 2027,per kamar per malam,SAR,1100,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,406,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Makkah Hotel Tower,,OTA manual dummy Feb 2027,Standard Room,Manual availability check,2027-02-01,2027-02-28,Feb 2027,per kamar per malam,SAR,2380,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,407,2026-07-04,INACTIVE,OTA recommended - 2027 updated - premium tower near Haram | Distance: pelataran/ring 1 | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Jul 2026,Standard Room,Manual availability check,2026-07-01,2026-07-31,Jul 2026,per kamar per malam,SAR,1020,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,500,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Aug 2026,Standard Room,Manual availability check,2026-08-01,2026-08-31,Aug 2026,per kamar per malam,SAR,1020,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,501,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Sep 2026,Standard Room,Manual availability check,2026-09-01,2026-09-30,Sep 2026,per kamar per malam,SAR,900,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,502,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Oct 2026,Standard Room,Manual availability check,2026-10-01,2026-10-31,Oct 2026,per kamar per malam,SAR,900,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,503,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Nov 2026,Standard Room,Manual availability check,2026-11-01,2026-11-30,Nov 2026,per kamar per malam,SAR,900,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,504,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Dec 2026,Standard Room,Manual availability check,2026-12-01,2026-12-31,Dec 2026,per kamar per malam,SAR,1180,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,505,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Jan 2027,Standard Room,Manual availability check,2027-01-01,2027-01-31,Jan 2027,per kamar per malam,SAR,1180,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,506,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
